ZCTA Name,Median Household Income,Population Below Poverty Level,Total Population for Poverty Determination,state,ZCTA,Poverty Rate (%)
ZCTA5 01266,73906,70,1295,25,01266,5.405405405405405
ZCTA5 01267,83939,561,5132,25,01267,10.93141075604053
ZCTA5 01270,85417,50,796,25,01270,6.281407035175879
ZCTA5 01301,50889,1920,17005,25,01301,11.290796824463394
ZCTA5 01330,70761,127,1268,25,01330,10.015772870662461
ZCTA5 01331,57987,1735,13319,25,01331,13.026503491253097
ZCTA5 01337,66771,198,2509,25,01337,7.891590275009965
ZCTA5 01338,60347,17,113,25,01338,15.04424778761062
ZCTA5 01339,64813,141,1371,25,01339,10.284463894967178
ZCTA5 01340,62500,204,1779,25,01340,11.467116357504215
ZCTA5 01341,96563,36,1909,25,01341,1.885804085908853
ZCTA5 01342,85341,253,1121,25,01342,22.56913470115968
ZCTA5 01343,71625,4,60,25,01343,6.666666666666667
ZCTA5 01344,62727,159,1353,25,01344,11.751662971175167
ZCTA5 01346,69375,15,468,25,01346,3.205128205128205
ZCTA5 01347,53846,30,154,25,01347,19.480519480519483
ZCTA5 01349,65536,52,1388,25,01349,3.7463976945244957
ZCTA5 01350,28750,13,87,25,01350,14.942528735632186
ZCTA5 01351,81042,159,2114,25,01351,7.521286660359508
ZCTA5 01354,67917,137,1591,25,01354,8.610936517913261
ZCTA5 01355,65875,50,931,25,01355,5.370569280343716
ZCTA5 01360,75875,130,2956,25,01360,4.397834912043302
ZCTA5 01364,50890,764,7656,25,01364,9.979101358411704
ZCTA5 01366,71484,48,1142,25,01366,4.203152364273205
ZCTA5 01367,63750,108,610,25,01367,17.704918032786885
ZCTA5 01368,76250,108,1377,25,01368,7.8431372549019605
ZCTA5 01370,62966,395,3822,25,01370,10.334903192046049
ZCTA5 01373,78382,200,4830,25,01373,4.140786749482402
ZCTA5 01375,55625,471,3601,25,01375,13.079700083310192
ZCTA5 01376,40913,689,4893,25,01376,14.081340690782751
ZCTA5 01378,59375,55,788,25,01378,6.979695431472082
ZCTA5 01379,53750,100,824,25,01379,12.135922330097088
ZCTA5 01420,57207,6096,38945,25,01420,15.65284375401207
ZCTA5 01430,95037,108,6184,25,01430,1.7464424320827943
ZCTA5 01431,97958,151,3191,25,01431,4.732058915700407
ZCTA5 01432,94375,514,7625,25,01432,6.740983606557377
ZCTA5 01434,92426,186,873,25,01434,21.305841924398624
ZCTA5 01436,73169,127,3284,25,01436,3.8672350791717416
ZCTA5 01438,119808,32,694,25,01438,4.610951008645533
ZCTA5 01440,49679,2698,19396,25,01440,13.910084553516189
ZCTA5 01450,129085,426,11223,25,01450,3.7957765303394813
ZCTA5 01451,162619,107,4731,25,01451,2.261678292115832
ZCTA5 01452,91734,292,4708,25,01452,6.202209005947323
ZCTA5 01453,61887,5186,41311,25,01453,12.55355716395149
ZCTA5 01460,123413,475,9945,25,01460,4.776269482151835
ZCTA5 01462,103228,650,11284,25,01462,5.76036866359447
ZCTA5 01463,104130,603,12052,25,01463,5.003318951211417
ZCTA5 01464,76875,278,6162,25,01464,4.51152223304122
ZCTA5 01467,-666666666,0,276,25,01467,0.0
ZCTA5 01468,73246,192,4062,25,01468,4.726735598227474
ZCTA5 01469,91964,275,7637,25,01469,3.60089040199031
ZCTA5 01473,100972,198,7754,25,01473,2.5535207634769153
ZCTA5 01474,90302,81,1769,25,01474,4.5788581119276435
ZCTA5 01475,80267,1112,10495,25,01475,10.595521676989042
ZCTA5 01501,85432,512,16491,25,01501,3.1047237887332484
ZCTA5 01503,99297,134,3156,25,01503,4.245880861850444
ZCTA5 01504,95375,352,9230,25,01504,3.8136511375947992
ZCTA5 01505,97591,175,4604,25,01505,3.8010425716768026
ZCTA5 01506,70338,107,3441,25,01506,3.109561174077303
ZCTA5 01507,101111,646,13416,25,01507,4.815146094215861
ZCTA5 01510,67634,1127,13877,25,01510,8.12135187720689
ZCTA5 01515,82946,112,2002,25,01515,5.594405594405594
ZCTA5 01516,99943,309,8859,25,01516,3.4879783271249574
ZCTA5 01518,72470,238,3947,25,01518,6.029896123638206
ZCTA5 01519,109670,305,6998,25,01519,4.358388110888825
ZCTA5 01520,109529,532,15617,25,01520,3.40654415060511
ZCTA5 01521,82179,131,2630,25,01521,4.980988593155893
ZCTA5 01522,108036,260,3270,25,01522,7.951070336391437
ZCTA5 01523,93385,276,6392,25,01523,4.317897371714643
ZCTA5 01524,81042,505,6231,25,01524,8.104638099823463
ZCTA5 01525,40947,61,544,25,01525,11.213235294117647
ZCTA5 01527,85781,592,13528,25,01527,4.376108811354229
ZCTA5 01529,79129,233,3243,25,01529,7.184705519580635
ZCTA5 01531,91125,131,1209,25,01531,10.835401157981803
ZCTA5 01532,128613,389,14877,25,01532,2.614774484102978
ZCTA5 01534,102284,335,6145,25,01534,5.451586655817739
ZCTA5 01535,78750,161,4768,25,01535,3.3766778523489935
ZCTA5 01536,109329,674,7517,25,01536,8.966342955966477
ZCTA5 01537,64975,213,2201,25,01537,9.67741935483871
ZCTA5 01540,77184,973,11477,25,01540,8.47782521564869
ZCTA5 01541,136083,165,3455,25,01541,4.775687409551375
ZCTA5 01542,106250,41,2503,25,01542,1.6380343587694766
ZCTA5 01543,107928,255,8668,25,01543,2.9418550992155055
ZCTA5 01545,105014,1459,36949,25,01545,3.9486860266854316
ZCTA5 01550,51270,3460,16696,25,01550,20.723526593195977
ZCTA5 01560,88750,208,4358,25,01560,4.772831574116567
ZCTA5 01561,-666666666,0,209,25,01561,0.0
ZCTA5 01562,72821,969,11856,25,01562,8.173076923076923
ZCTA5 01564,121458,229,8036,25,01564,2.849676455948233
ZCTA5 01566,86731,286,5592,25,01566,5.1144492131616595
ZCTA5 01568,128796,199,7871,25,01568,2.5282683267691524
ZCTA5 01569,107740,1069,13968,25,01569,7.653207331042383
ZCTA5 01570,62281,1582,16430,25,01570,9.628727936701157
ZCTA5 01571,69071,594,10540,25,01571,5.635673624288425
ZCTA5 01581,112153,870,18716,25,01581,4.648429151528104
ZCTA5 01583,90688,523,5635,25,01583,9.281277728482697
ZCTA5 01585,63182,185,4406,25,01585,4.198819791193826
ZCTA5 01588,76250,560,9625,25,01588,5.818181818181818
ZCTA5 01590,104710,268,9404,25,01590,2.849851127179923
ZCTA5 01602,64942,2778,21511,25,01602,12.914322904560457
ZCTA5 01603,42904,3885,19228,25,01603,20.204909506969003
ZCTA5 01604,55665,6114,37848,25,01604,16.154090044388077
ZCTA5 01605,40390,7398,27156,25,01605,27.242598320813077
ZCTA5 01606,65708,2064,19288,25,01606,10.70095396101203
ZCTA5 01607,39928,1438,8127,25,01607,17.69410606619909
ZCTA5 01608,31384,1909,4385,25,01608,43.53477765108324
ZCTA5 01609,45992,3856,17192,25,01609,22.42903676128432
ZCTA5 01610,33695,4912,17264,25,01610,28.45227062094532
ZCTA5 01611,98140,119,2277,25,01611,5.226174791392182
ZCTA5 01612,120469,130,4341,25,01612,2.994701681640175
ZCTA5 01701,111209,1411,31966,25,01701,4.414064944003003
ZCTA5 01702,65154,4419,37519,25,01702,11.778032463551801
ZCTA5 01718,170789,54,790,25,01718,6.8354430379746836
ZCTA5 01719,115395,249,5561,25,01719,4.477611940298507
ZCTA5 01720,141265,713,22649,25,01720,3.14804185615259
ZCTA5 01721,124130,682,17655,25,01721,3.8629283489096577
ZCTA5 01730,128354,394,13772,25,01730,2.860877142027302
ZCTA5 01731,107778,0,1980,25,01731,0.0
ZCTA5 01740,173024,60,5299,25,01740,1.1322891111530478
ZCTA5 01741,195889,178,5193,25,01741,3.427691122665126
ZCTA5 01742,152240,626,17585,25,01742,3.559852146715951
ZCTA5 01745,127700,0,595,25,01745,0.0
ZCTA5 01746,135340,301,14672,25,01746,2.051526717557252
ZCTA5 01747,108294,238,5891,25,01747,4.040061110168053
ZCTA5 01748,157353,637,17543,25,01748,3.631077922818218
ZCTA5 01749,91706,945,19887,25,01749,4.7518479408658925
ZCTA5 01752,80943,2217,39307,25,01752,5.640216755285318
ZCTA5 01754,105254,407,10708,25,01754,3.800896525961898
ZCTA5 01756,125945,75,6097,25,01756,1.230113170411678
ZCTA5 01757,83243,2896,28658,25,01757,10.105380696489636
ZCTA5 01760,115446,1036,35397,25,01760,2.926801706359296
ZCTA5 01770,198681,252,4316,25,01770,5.838739573679333
ZCTA5 01772,148409,301,9501,25,01772,3.1680875697295026
ZCTA5 01773,140125,307,4884,25,01773,6.285831285831287
ZCTA5 01775,148235,246,7117,25,01775,3.4565125755233947
ZCTA5 01776,191310,470,18939,25,01776,2.481651618353662
ZCTA5 01778,185906,411,14032,25,01778,2.9290193842645382
ZCTA5 01801,90969,2511,40046,25,01801,6.270289167457424
ZCTA5 01803,118721,1039,27584,25,01803,3.7666763341067284
ZCTA5 01810,151334,1398,34426,25,01810,4.060884215418579
ZCTA5 01821,106141,1154,32783,25,01821,3.520117133880365
ZCTA5 01824,126081,831,25664,25,01824,3.237998753117207
ZCTA5 01826,90000,2018,31133,25,01826,6.481868114219639
ZCTA5 01827,135909,99,3360,25,01827,2.946428571428571
ZCTA5 01830,65224,3150,25759,25,01830,12.228735587561628
ZCTA5 01832,66961,2759,23108,25,01832,11.939588021464429
ZCTA5 01833,128466,273,8685,25,01833,3.143350604490501
ZCTA5 01834,103125,189,6780,25,01834,2.7876106194690267
ZCTA5 01835,76538,1927,13793,25,01835,13.97085478141086
ZCTA5 01840,24045,1790,5555,25,01840,32.223222322232225
ZCTA5 01841,43411,10988,48316,25,01841,22.741948836824243
ZCTA5 01843,56680,4041,24762,25,01843,16.319360310152653
ZCTA5 01844,77484,4611,49860,25,01844,9.247894103489772
ZCTA5 01845,108070,1670,29598,25,01845,5.642273126562605
ZCTA5 01850,52827,3004,15906,25,01850,18.88595498554005
ZCTA5 01851,60596,4668,30298,25,01851,15.406957554954124
ZCTA5 01852,59037,6331,34857,25,01852,18.162779355653097
ZCTA5 01854,53322,6165,25351,25,01854,24.31856731489882
ZCTA5 01860,84609,231,6809,25,01860,3.392568659127625
ZCTA5 01862,96514,384,9354,25,01862,4.105195638229634
ZCTA5 01863,100672,440,9357,25,01863,4.702361868120124
ZCTA5 01864,128651,468,15486,25,01864,3.0220844633862844
ZCTA5 01867,132948,700,24906,25,01867,2.810567734682406
ZCTA5 01876,102934,1538,30369,25,01876,5.064374855938621
ZCTA5 01879,113489,580,12443,25,01879,4.661255324278711
ZCTA5 01880,100693,1060,26375,25,01880,4.018957345971564
ZCTA5 01886,144917,500,24342,25,01886,2.054062936488374
ZCTA5 01887,125922,665,23033,25,01887,2.887161898146138
ZCTA5 01890,169623,516,22458,25,01890,2.2976222281592307
ZCTA5 01901,24446,605,2135,25,01901,28.337236533957842
ZCTA5 01902,46224,9621,49307,25,01902,19.51244245239013
ZCTA5 01904,81788,1270,17248,25,01904,7.36317254174397
ZCTA5 01905,62927,4015,24497,25,01905,16.3897620116749
ZCTA5 01906,88630,2748,27919,25,01906,9.842759411153693
ZCTA5 01907,112761,462,15010,25,01907,3.077948034643571
ZCTA5 01908,97778,82,3453,25,01908,2.374746597161888
ZCTA5 01913,82468,1085,17193,25,01913,6.310707846216483
ZCTA5 01915,80586,3598,38557,25,01915,9.331638872318905
ZCTA5 01921,184007,18,8282,25,01921,0.21733880705143688
ZCTA5 01922,128083,416,3852,25,01922,10.799584631360332
ZCTA5 01923,89250,1798,26936,25,01923,6.675081675081675
ZCTA5 01929,106283,243,3711,25,01929,6.548100242522231
ZCTA5 01930,72574,2991,29939,25,01930,9.99031363773005
ZCTA5 01937,-666666666,125,180,25,01937,69.44444444444444
ZCTA5 01938,93212,1054,13890,25,01938,7.588192944564434
ZCTA5 01940,119602,311,13434,25,01940,2.315021587018014
ZCTA5 01944,148854,175,5381,25,01944,3.2521836089946103
ZCTA5 01945,123333,905,20383,25,01945,4.439974488544375
ZCTA5 01949,125204,249,8769,25,01949,2.8395484091686622
ZCTA5 01950,109839,1059,17829,25,01950,5.9397610634359745
ZCTA5 01951,95345,208,3145,25,01951,6.613672496025437
ZCTA5 01952,81626,600,9353,25,01952,6.415053993371112
ZCTA5 01960,73290,4515,52139,25,01960,8.659544678647462
ZCTA5 01966,85208,483,7165,25,01966,6.741102581995813
ZCTA5 01969,115909,274,6285,25,01969,4.359586316626889
ZCTA5 01970,68860,6093,41401,25,01970,14.717035820390812
ZCTA5 01982,127813,932,7847,25,01982,11.877150503377088
ZCTA5 01983,136863,295,6454,25,01983,4.570808800743724
ZCTA5 01984,128056,76,3698,25,01984,2.055164954029205
ZCTA5 01985,149167,202,4621,25,01985,4.371348193031811
ZCTA5 02019,101477,537,16908,25,02019,3.1760113555713274
ZCTA5 02021,105919,939,23084,25,02021,4.067752555882863
ZCTA5 02025,145679,387,8418,25,02025,4.597291518175338
ZCTA5 02026,100680,1084,24300,25,02026,4.460905349794238
ZCTA5 02030,250001,53,6044,25,02030,0.8769027134348115
ZCTA5 02032,155474,189,4176,25,02032,4.525862068965517
ZCTA5 02035,96062,1048,17652,25,02035,5.937004305461137
ZCTA5 02038,122607,1294,32151,25,02038,4.02475817237411
ZCTA5 02043,142435,741,23390,25,02043,3.1680205215904236
ZCTA5 02045,88476,498,10455,25,02045,4.763271162123385
ZCTA5 02047,45655,0,97,25,02047,0.0
ZCTA5 02048,120613,761,23892,25,02048,3.1851665829566382
ZCTA5 02050,102249,1712,26207,25,02050,6.5326057923455565
ZCTA5 02052,160963,404,12795,25,02052,3.1574833919499805
ZCTA5 02053,132823,629,13212,25,02053,4.760823493793521
ZCTA5 02054,106164,127,8198,25,02054,1.5491583313003172
ZCTA5 02056,151279,109,9497,25,02056,1.1477308623775928
ZCTA5 02061,157987,327,10874,25,02061,3.0071730733860584
ZCTA5 02062,90133,2350,28908,25,02062,8.129237581292376
ZCTA5 02066,130893,539,18078,25,02066,2.9815245049231107
ZCTA5 02067,141596,280,18421,25,02067,1.520004342869551
ZCTA5 02071,110809,37,646,25,02071,5.727554179566564
ZCTA5 02072,83519,2072,28352,25,02072,7.308126410835214
ZCTA5 02081,117535,731,19733,25,02081,3.7044544671362694
ZCTA5 02090,160329,371,16106,25,02090,2.3034893828386935
ZCTA5 02093,126613,436,11529,25,02093,3.7817677161939454
ZCTA5 02108,146958,384,4059,25,02108,9.460458240946046
ZCTA5 02109,163173,455,4099,25,02109,11.10026835813613
ZCTA5 02110,142869,217,2314,25,02110,9.37770095073466
ZCTA5 02111,53596,1756,6720,25,02111,26.130952380952383
ZCTA5 02113,100483,574,6957,25,02113,8.250682765559867
ZCTA5 02114,96563,1338,12625,25,02114,10.598019801980199
ZCTA5 02115,43144,5335,16091,25,02115,33.15517991423777
ZCTA5 02116,110280,2348,20742,25,02116,11.320026998360813
ZCTA5 02118,67805,6599,26741,25,02118,24.677461575857297
ZCTA5 02119,31900,8221,27610,25,02119,29.775443679826154
ZCTA5 02120,38300,5233,13265,25,02120,39.44967960799096
ZCTA5 02121,32500,9668,30135,25,02121,32.08229633316741
ZCTA5 02122,60313,4488,24310,25,02122,18.461538461538463
ZCTA5 02124,58105,12044,56187,25,02124,21.43556338654849
ZCTA5 02125,57649,7613,34748,25,02125,21.90917462875561
ZCTA5 02126,55024,6041,29350,25,02126,20.582623509369675
ZCTA5 02127,109149,5356,37457,25,02127,14.299062925487894
ZCTA5 02128,60579,7548,47038,25,02128,16.046600620774694
ZCTA5 02129,128403,2859,19800,25,02129,14.439393939393941
ZCTA5 02130,94733,5375,39417,25,02130,13.636248319253113
ZCTA5 02131,80578,3678,33872,25,02131,10.858526216343883
ZCTA5 02132,103337,1411,27424,25,02132,5.145128354725788
ZCTA5 02134,62614,4946,19740,25,02134,25.055724417426546
ZCTA5 02135,78416,7428,44502,25,02135,16.691384656869353
ZCTA5 02136,69262,4984,34840,25,02136,14.305396096440873
ZCTA5 02138,105065,2942,28578,25,02138,10.294632234586047
ZCTA5 02139,105061,3816,32959,25,02139,11.578021177826997
ZCTA5 02140,103738,3178,21443,25,02140,14.820687403814764
ZCTA5 02141,84142,2512,14513,25,02141,17.308619858058293
ZCTA5 02142,121484,358,3301,25,02142,10.845198424719783
ZCTA5 02143,98374,2988,25260,25,02143,11.82897862232779
